Date,Close
5/5/2020 16:00,26.42
5/6/2020 16:00,24.93
5/7/2020 16:00,25.45
5/8/2020 16:00,27.2
5/11/2020 16:00,26.09
5/12/2020 16:00,25.24
5/13/2020 16:00,24
5/14/2020 16:00,24.78
5/15/2020 16:00,23.87
5/18/2020 16:00,27.09
5/19/2020 16:00,27.69
5/20/2020 16:00,29.15
5/21/2020 16:00,29.6
5/22/2020 16:00,28.87
5/26/2020 16:00,32.52
5/27/2020 16:00,33.66
5/28/2020 16:00,32.55
5/29/2020 16:00,32.1
6/1/2020 16:00,33.62
6/2/2020 16:00,34.48
6/3/2020 16:00,36.42
6/4/2020 16:00,38.27
6/5/2020 16:00,38.18
6/8/2020 16:00,40.59
6/9/2020 16:00,38.01
6/10/2020 16:00,37.14
6/11/2020 16:00,32.83
6/12/2020 16:00,35.87
6/15/2020 16:00,36.34
6/16/2020 16:00,36.57
6/17/2020 16:00,36.31
6/18/2020 16:00,35.85
6/19/2020 16:00,34.55
6/22/2020 16:00,34.36
6/23/2020 16:00,34.75
6/24/2020 16:00,32.25
6/25/2020 16:00,32.97
6/26/2020 16:00,31.96
6/29/2020 16:00,35.04
6/30/2020 16:00,34.18
7/1/2020 16:00,33.81
7/2/2020 16:00,34.12
7/6/2020 16:00,34.3
7/7/2020 16:00,33.01
7/8/2020 16:00,32.89
7/9/2020 16:00,31.57
7/10/2020 16:00,33.22
7/13/2020 16:00,32.64
7/14/2020 16:00,33.25
7/15/2020 16:00,35.75
7/16/2020 16:00,34.21
7/17/2020 16:00,34.13
7/20/2020 16:00,32.98
7/21/2020 16:00,33.62
7/22/2020 16:00,33.3
7/23/2020 16:00,32.79
7/24/2020 16:00,31.66
7/27/2020 16:00,31.53
7/28/2020 16:00,32.29
7/29/2020 16:00,31.79
7/30/2020 16:00,30.96
7/31/2020 16:00,30.89
8/3/2020 16:00,31.58
8/4/2020 16:00,31.4
8/5/2020 16:00,32.72
8/6/2020 16:00,33.02
8/7/2020 16:00,33.28
8/10/2020 16:00,34.99
8/11/2020 16:00,35.29
8/12/2020 16:00,35.25
8/13/2020 16:00,34.71
8/14/2020 16:00,34.9
8/17/2020 16:00,33.81
8/18/2020 16:00,34.16
8/19/2020 16:00,34.27
8/20/2020 16:00,34.46
8/21/2020 16:00,34.69
8/24/2020 16:00,36.91
8/25/2020 16:00,37.06
8/26/2020 16:00,36.38
8/27/2020 16:00,37.65
8/28/2020 16:00,38.81
8/31/2020 16:00,37.58
9/1/2020 16:00,37.91
9/2/2020 16:00,39.17
9/3/2020 16:00,38.74
9/4/2020 16:00,39.39
9/8/2020 16:00,40.5
9/9/2020 16:00,39.22
9/10/2020 16:00,38.94
9/11/2020 16:00,38.95
9/14/2020 16:00,40.06
9/15/2020 16:00,40.61
9/16/2020 16:00,42.1
9/17/2020 16:00,40.4
9/18/2020 16:00,39.83
9/21/2020 16:00,37.52
9/22/2020 16:00,38.12
9/23/2020 16:00,37.55
9/24/2020 16:00,36.86
9/25/2020 16:00,37.1
9/28/2020 16:00,38.24
9/29/2020 16:00,37.61
9/30/2020 16:00,37.5
10/1/2020 16:00,37.93
10/2/2020 16:00,38.76
10/5/2020 16:00,38.49
10/6/2020 16:00,37.58
10/7/2020 16:00,38.59
10/8/2020 16:00,38.99
10/9/2020 16:00,39.73
