Date,Close
1/2/2020 16:00,110.75
1/3/2020 16:00,108.76
1/6/2020 16:00,110.17
1/7/2020 16:00,109.67
1/8/2020 16:00,111.82
1/9/2020 16:00,112.57
1/10/2020 16:00,112.93
1/13/2020 16:00,115.28
1/14/2020 16:00,114.64
1/15/2020 16:00,114.85
1/16/2020 16:00,115.4
1/17/2020 16:00,116.04
1/21/2020 16:00,116.15
1/22/2020 16:00,115.5
1/23/2020 16:00,117.89
1/24/2020 16:00,116.98
1/27/2020 16:00,115.24
1/28/2020 16:00,116.52
1/29/2020 16:00,116.66
1/30/2020 16:00,117.12
1/31/2020 16:00,113.89
2/3/2020 16:00,116.51
2/4/2020 16:00,120.08
2/5/2020 16:00,119.72
2/6/2020 16:00,119.89
2/7/2020 16:00,118.88
2/10/2020 16:00,120.06
2/11/2020 16:00,118.84
2/12/2020 16:00,118.56
2/13/2020 16:00,120.51
2/14/2020 16:00,122.99
2/18/2020 16:00,122.27
2/19/2020 16:00,123.91
2/20/2020 16:00,122.43
2/21/2020 16:00,119.49
2/24/2020 16:00,116.44
2/25/2020 16:00,109.66
2/26/2020 16:00,109.11
2/27/2020 16:00,107.84
2/28/2020 16:00,107.99
3/2/2020 16:00,112.86
3/3/2020 16:00,109.76
3/4/2020 16:00,115.3
3/5/2020 16:00,112.18
3/6/2020 16:00,110.89
3/9/2020 16:00,101.63
3/10/2020 16:00,109.74
3/11/2020 16:00,103.9
3/12/2020 16:00,96.96
3/13/2020 16:00,110.15
3/16/2020 16:00,92.72
3/17/2020 16:00,97.87
3/18/2020 16:00,91.46
3/19/2020 16:00,93.69
3/20/2020 16:00,86.68
3/23/2020 16:00,85.26
3/24/2020 16:00,97.29
3/25/2020 16:00,95.71
3/26/2020 16:00,100.63
3/27/2020 16:00,93.48
3/30/2020 16:00,97.03
3/31/2020 16:00,95.74
4/1/2020 16:00,91.38
4/2/2020 16:00,93.52
4/3/2020 16:00,92.39
4/6/2020 16:00,101.67
4/7/2020 16:00,100.28
4/8/2020 16:00,105.06
4/9/2020 16:00,105.84
4/13/2020 16:00,105.98
4/14/2020 16:00,109.79
4/15/2020 16:00,107.95
4/16/2020 16:00,108.31
4/17/2020 16:00,111.85
4/20/2020 16:00,112.17
4/21/2020 16:00,107.54
4/22/2020 16:00,115.19
4/23/2020 16:00,115.24
4/24/2020 16:00,120.18
4/27/2020 16:00,120.53
4/28/2020 16:00,116.14
4/29/2020 16:00,123.58
4/30/2020 16:00,123
5/1/2020 16:00,120.61
5/4/2020 16:00,123.66
5/5/2020 16:00,125.43
5/6/2020 16:00,128.31
5/7/2020 16:00,146.29
5/8/2020 16:00,144.96
5/11/2020 16:00,143.96
5/12/2020 16:00,141.03
5/13/2020 16:00,143.73
5/14/2020 16:00,144.41
5/15/2020 16:00,145.51
5/18/2020 16:00,146.24
5/19/2020 16:00,145.39
5/20/2020 16:00,150.94
5/21/2020 16:00,148.22
5/22/2020 16:00,150.86
5/26/2020 16:00,147
5/27/2020 16:00,145.96
5/28/2020 16:00,148.79
5/29/2020 16:00,155.01
6/1/2020 16:00,154.53
6/2/2020 16:00,157.49
6/3/2020 16:00,156.78
6/4/2020 16:00,154.6
6/5/2020 16:00,156
6/8/2020 16:00,156.09
6/9/2020 16:00,156.86
6/10/2020 16:00,159.91
6/11/2020 16:00,153.04
6/12/2020 16:00,155.26
6/15/2020 16:00,157.55
6/16/2020 16:00,161.22
6/17/2020 16:00,163.83
6/18/2020 16:00,168.05
6/19/2020 16:00,164.36
6/22/2020 16:00,170.26
6/23/2020 16:00,172.79
6/24/2020 16:00,168
6/25/2020 16:00,172.5
6/26/2020 16:00,170.87
6/29/2020 16:00,168.35
6/30/2020 16:00,174.23
7/1/2020 16:00,177.43
7/2/2020 16:00,177.21
7/6/2020 16:00,176.18
7/7/2020 16:00,177.28
7/8/2020 16:00,181.57
7/9/2020 16:00,183.23
7/10/2020 16:00,178.4
7/13/2020 16:00,171.51
7/14/2020 16:00,172.3
7/15/2020 16:00,172.06
7/16/2020 16:00,169.81
7/17/2020 16:00,173.92
7/20/2020 16:00,178.82
7/21/2020 16:00,175.58
7/22/2020 16:00,178.42
7/23/2020 16:00,173.86
7/24/2020 16:00,172.56
7/27/2020 16:00,177.98
7/28/2020 16:00,176.27
7/29/2020 16:00,184.6
7/30/2020 16:00,192.51
7/31/2020 16:00,196.07
8/3/2020 16:00,197.07
8/4/2020 16:00,197.33
8/5/2020 16:00,202.91
8/6/2020 16:00,204.09
8/7/2020 16:00,198.63
8/10/2020 16:00,193.32
8/11/2020 16:00,189.03
8/12/2020 16:00,191.32
8/13/2020 16:00,193.07
8/14/2020 16:00,191.46
8/17/2020 16:00,196.29
8/18/2020 16:00,194.57
8/19/2020 16:00,192.44
8/20/2020 16:00,198.18
8/21/2020 16:00,196.79
8/24/2020 16:00,198.88
8/25/2020 16:00,201.67
8/26/2020 16:00,203.48
8/27/2020 16:00,204.34
8/28/2020 16:00,204.48
8/31/2020 16:00,204.14
9/1/2020 16:00,208.93
9/2/2020 16:00,210.82
9/3/2020 16:00,204.99
9/4/2020 16:00,191.84
9/8/2020 16:00,185.95
9/9/2020 16:00,194.6
9/10/2020 16:00,190.09
9/11/2020 16:00,184
9/14/2020 16:00,186.96
9/15/2020 16:00,186.02
9/16/2020 16:00,180.91
9/17/2020 16:00,175.79
9/18/2020 16:00,176.07
9/21/2020 16:00,183.21
9/22/2020 16:00,187.78
9/23/2020 16:00,181.61
9/24/2020 16:00,182.19
9/25/2020 16:00,187.25
9/28/2020 16:00,192.02
9/29/2020 16:00,194.5
9/30/2020 16:00,197.03
10/1/2020 16:00,196.94
10/2/2020 16:00,191.91
10/5/2020 16:00,196.85
10/6/2020 16:00,191.66
